gene_id,Mmus_C57-6J_EYE_FLT_Rep1_M23,Mmus_C57-6J_EYE_GC_Rep1_M33
ENSMUSG00000005102,1421,1001
ENSMUSG00000005103,11448,9706
ENSMUSG00000005107,83,74
ENSMUSG00000005124,1351,853
ENSMUSG00000005125,14109,14627
ENSMUSG00000005131,53,32
ENSMUSG00000005142,2968,2463
ENSMUSG00000005148,5900,4545
ENSMUSG00000005150,373,263
ENSMUSG00000005161,6080,5314
ENSMUSG00000005198,18726,14910
ENSMUSG00000005202,0,0
ENSMUSG00000005204,1556,1262
ENSMUSG00000005220,27,16
ENSMUSG00000005225,3788,2866
ENSMUSG00000005232,2,0
ENSMUSG00000005233,2141,1563
ENSMUSG00000005237,49,36
ENSMUSG00000005251,1812,1607
ENSMUSG00000005262,1878,1445
ENSMUSG00000005267,571,419
ENSMUSG00000005268,327,55
ENSMUSG00000005299,3240,2610
ENSMUSG00000005312,7038,5598
ENSMUSG00000005320,39,38
ENSMUSG00000005338,8759,7396
ENSMUSG00000005339,9,4
ENSMUSG00000005354,3081,2700
ENSMUSG00000005355,67,54
ENSMUSG00000005357,89,109
ENSMUSG00000005360,5149,4754
ENSMUSG00000005362,1805,1442
ENSMUSG00000005364,1,2
ENSMUSG00000005370,1718,1431
ENSMUSG00000005371,5529,4156
ENSMUSG00000005373,169,69
ENSMUSG00000005374,1413,1360
ENSMUSG00000005378,541,407
ENSMUSG00000005397,9518,11233
ENSMUSG00000005410,525,352
ENSMUSG00000005413,1602,2154
ENSMUSG00000005417,18513,14915
ENSMUSG00000005442,10355,8666
ENSMUSG00000005447,707,591
ENSMUSG00000005465,9,11
ENSMUSG00000005469,5526,4671
ENSMUSG00000005470,165,109
ENSMUSG00000005474,111,52
ENSMUSG00000005481,686,487
ENSMUSG00000005483,3790,4396
ENSMUSG00000005493,2,3
ENSMUSG00000005501,1438,943
ENSMUSG00000005503,0,0
ENSMUSG00000005505,1028,891
ENSMUSG00000005506,7199,6489
ENSMUSG00000005510,2142,1770
ENSMUSG00000005514,5686,4627
ENSMUSG00000005533,16826,14124
ENSMUSG00000005534,8269,6603
ENSMUSG00000005540,1,2
ENSMUSG00000005547,925,754
ENSMUSG00000005553,1,3
ENSMUSG00000005566,5512,5070
ENSMUSG00000005575,2533,2395
ENSMUSG00000005580,1270,1134
ENSMUSG00000005583,8761,5761
ENSMUSG00000005609,4296,3678
ENSMUSG00000005610,53028,39480
ENSMUSG00000005611,596,484
ENSMUSG00000005615,5681,4721
ENSMUSG00000005621,2845,2314
ENSMUSG00000005625,3451,3235
ENSMUSG00000005628,203,163
ENSMUSG00000005640,214,169
ENSMUSG00000005649,1648,1373
ENSMUSG00000005656,1581,1273
ENSMUSG00000005667,400,406
ENSMUSG00000005672,3612,2504
ENSMUSG00000005674,1421,1231
ENSMUSG00000005677,2,3
ENSMUSG00000005681,15,14
ENSMUSG00000005682,1684,1114
ENSMUSG00000005683,9940,7710
ENSMUSG00000005686,696,501
ENSMUSG00000005687,1658,1267
ENSMUSG00000005696,403,293
ENSMUSG00000005698,5113,4015
ENSMUSG00000005699,264,239
ENSMUSG00000005705,7,3
ENSMUSG00000005716,4338,2330
ENSMUSG00000005718,265,250
ENSMUSG00000005732,1508,1457
ENSMUSG00000005763,12,9
ENSMUSG00000005774,1127,757
ENSMUSG00000005779,3434,3144
ENSMUSG00000005800,4,2
ENSMUSG00000005802,3063,2328
ENSMUSG00000005803,363,363
ENSMUSG00000005804,858,636
ENSMUSG00000005813,1331,1034
ENSMUSG00000005823,2143,1789
ENSMUSG00000005824,2,0
ENSMUSG00000005836,65,9
ENSMUSG00000005846,2272,1796
ENSMUSG00000005864,0,0
ENSMUSG00000005871,18553,13415
ENSMUSG00000005873,6923,5703
ENSMUSG00000005881,3629,3550
ENSMUSG00000005882,2001,1573
ENSMUSG00000005883,0,2
ENSMUSG00000005886,9872,7634
ENSMUSG00000005891,4,4
ENSMUSG00000005892,0,0
ENSMUSG00000005893,5994,4668
ENSMUSG00000005897,1169,922
ENSMUSG00000005899,1069,803
ENSMUSG00000005907,860,590
ENSMUSG00000005917,1473,1126
ENSMUSG00000005936,2694,2370
ENSMUSG00000005947,20,13
ENSMUSG00000005949,670,565
ENSMUSG00000005950,53,34
ENSMUSG00000005951,252,177
ENSMUSG00000005952,4,5
ENSMUSG00000005958,2990,2358
ENSMUSG00000005968,1881,1524
ENSMUSG00000005973,3713,3521
ENSMUSG00000005980,11,1
ENSMUSG00000005981,2043,1732
ENSMUSG00000005982,2921,2385
ENSMUSG00000005983,137,125
ENSMUSG00000005986,274,202
ENSMUSG00000005994,22427,24143
ENSMUSG00000006005,10380,8036
ENSMUSG00000006007,38425,27451
ENSMUSG00000006010,1775,1180
ENSMUSG00000006014,227,217
ENSMUSG00000006019,876,753
ENSMUSG00000006021,450,327
ENSMUSG00000006024,4983,4363
ENSMUSG00000006050,760,633
ENSMUSG00000006056,0,1
ENSMUSG00000006057,2817,2408
ENSMUSG00000006058,974,787
ENSMUSG00000006095,1664,1581
ENSMUSG00000006127,5412,3807
ENSMUSG00000006134,3342,3077
ENSMUSG00000006143,11229,10624
ENSMUSG00000006154,1924,1214
ENSMUSG00000006169,4870,3898
ENSMUSG00000006179,5,0
ENSMUSG00000006191,1293,1131
ENSMUSG00000006200,0,0
ENSMUSG00000006204,1896,1118
ENSMUSG00000006205,3966,4495
ENSMUSG00000006215,864,657
ENSMUSG00000006216,9,5
ENSMUSG00000006218,45,56
ENSMUSG00000006219,251,200
ENSMUSG00000006221,969,607
ENSMUSG00000006235,24,23
ENSMUSG00000006241,74,42
ENSMUSG00000006262,3738,2450
ENSMUSG00000006269,7,10
ENSMUSG00000006270,2,0
ENSMUSG00000006273,13532,11520
ENSMUSG00000006276,2646,2132
ENSMUSG00000006281,1952,1482
ENSMUSG00000006288,1009,709
ENSMUSG00000006289,1239,1236
ENSMUSG00000006299,4045,3604
ENSMUSG00000006301,3666,2848
ENSMUSG00000006304,7566,6364
ENSMUSG00000006307,4953,3572
ENSMUSG00000006310,1,1
ENSMUSG00000006311,0,0
ENSMUSG00000006313,12,4
ENSMUSG00000006315,937,897
ENSMUSG00000006333,12004,12668
ENSMUSG00000006335,408,367
ENSMUSG00000006342,543,566
ENSMUSG00000006344,83,71
ENSMUSG00000006345,247,294
ENSMUSG00000006356,1262,1199
ENSMUSG00000006360,699,679
ENSMUSG00000006362,809,728
ENSMUSG00000006369,7049,7766
ENSMUSG00000006373,6078,5054
ENSMUSG00000006378,759,605
ENSMUSG00000006386,935,919
ENSMUSG00000006389,2,1
ENSMUSG00000006390,1563,1271
ENSMUSG00000006392,624,527
ENSMUSG00000006395,338,397
ENSMUSG00000006398,416,266
ENSMUSG00000006403,517,462
ENSMUSG00000006411,4004,3142
ENSMUSG00000006412,1212,966
ENSMUSG00000006418,2356,1772
ENSMUSG00000006423,1876,1340
ENSMUSG00000006435,2112,1784
ENSMUSG00000006442,681,668
ENSMUSG00000006445,2450,2370
ENSMUSG00000006456,1834,1748
ENSMUSG00000006457,2513,1577
ENSMUSG00000006462,10,15
ENSMUSG00000006463,484,430
ENSMUSG00000006464,2995,2288
ENSMUSG00000006469,3,0
ENSMUSG00000006471,777,587
ENSMUSG00000006476,1442,1026
ENSMUSG00000006488,0,0
ENSMUSG00000006490,0,0
ENSMUSG00000006494,2861,2290
ENSMUSG00000006498,5082,4543
ENSMUSG00000006517,747,639
ENSMUSG00000006519,421,469
ENSMUSG00000006522,6,2
ENSMUSG00000006526,759,649
ENSMUSG00000006527,2783,2126
ENSMUSG00000006529,0,0
ENSMUSG00000006538,68,52
ENSMUSG00000006542,62,35
ENSMUSG00000006546,58763,83804
ENSMUSG00000006567,693,529
ENSMUSG00000006570,1,6
ENSMUSG00000006574,9,20
ENSMUSG00000006575,1989,1523
ENSMUSG00000006576,3029,2309
ENSMUSG00000006585,148,137
ENSMUSG00000006586,1711,1271
ENSMUSG00000006587,43,19
ENSMUSG00000006589,591,482
ENSMUSG00000006599,1570,1282
ENSMUSG00000006611,972,906
ENSMUSG00000006638,51,33
ENSMUSG00000006641,885,784
ENSMUSG00000006642,5,7
ENSMUSG00000006649,68,61
ENSMUSG00000006651,5229,4862
ENSMUSG00000006673,5402,4658
ENSMUSG00000006675,1430,1207
ENSMUSG00000006676,7061,5438
ENSMUSG00000006678,1356,1089
ENSMUSG00000006699,9714,7917
ENSMUSG00000006705,1434,1218
ENSMUSG00000006711,76,60
ENSMUSG00000006715,132,92
ENSMUSG00000006717,759,670
ENSMUSG00000006720,125,122
ENSMUSG00000006724,8,1
ENSMUSG00000006728,1743,1471
ENSMUSG00000006731,926,870
ENSMUSG00000006732,237,197
ENSMUSG00000006736,2326,2036
ENSMUSG00000006740,10464,8305
ENSMUSG00000006763,738,642
ENSMUSG00000006764,110,63
ENSMUSG00000006777,282,226
ENSMUSG00000006782,923,652
ENSMUSG00000006784,162,102
ENSMUSG00000006800,1975,1838
ENSMUSG00000006818,8114,6026
ENSMUSG00000006850,255,211
ENSMUSG00000006906,1100,900
ENSMUSG00000006920,3231,2788
ENSMUSG00000006930,1954,1517
ENSMUSG00000006931,696,754
ENSMUSG00000006932,23539,20700
ENSMUSG00000006941,1976,1670
ENSMUSG00000006948,0,0
ENSMUSG00000006958,129,110
ENSMUSG00000006998,7737,6758
ENSMUSG00000007021,643,497
ENSMUSG00000007029,2587,2037
ENSMUSG00000007030,288,234
ENSMUSG00000007033,127,68
ENSMUSG00000007034,438,299
ENSMUSG00000007035,32,22
ENSMUSG00000007036,2050,1808
ENSMUSG00000007038,1413,1170
ENSMUSG00000007039,663,642
ENSMUSG00000007041,3154,2540
ENSMUSG00000007050,335,241
ENSMUSG00000007080,410,232
ENSMUSG00000007097,14385,11844
ENSMUSG00000007107,5,1
ENSMUSG00000007122,2916,1988
ENSMUSG00000007207,143,127
ENSMUSG00000007209,0,0
ENSMUSG00000007216,454,360
ENSMUSG00000007279,128,184
ENSMUSG00000007338,2379,2007
ENSMUSG00000007379,860,756
ENSMUSG00000007411,3512,2783
ENSMUSG00000007415,2531,2193
ENSMUSG00000007440,290,168
ENSMUSG00000007457,0,0
ENSMUSG00000007458,4438,3543
ENSMUSG00000007476,3397,3428
ENSMUSG00000007480,99,7
ENSMUSG00000007564,10562,9277
ENSMUSG00000007570,1157,792
ENSMUSG00000007589,784,590
ENSMUSG00000007591,6,8
ENSMUSG00000007594,318,242
ENSMUSG00000007603,869,698
ENSMUSG00000007610,591,425
ENSMUSG00000007613,3317,2870
ENSMUSG00000007617,2042,1566
ENSMUSG00000007646,302,244
ENSMUSG00000007653,1219,812
ENSMUSG00000007655,3048,3008
ENSMUSG00000007656,2278,1810
ENSMUSG00000007659,3276,3000
ENSMUSG00000007670,8594,7267
ENSMUSG00000007682,1433,2169
ENSMUSG00000007721,1254,1051
ENSMUSG00000007739,5813,5085
ENSMUSG00000007777,663,532
ENSMUSG00000007783,694,574
ENSMUSG00000007805,62,103
ENSMUSG00000007812,2113,1678
ENSMUSG00000007815,10807,9348
ENSMUSG00000007817,8990,6901
ENSMUSG00000007827,1042,733
ENSMUSG00000007833,614,505
ENSMUSG00000007836,6702,6011
ENSMUSG00000007837,285,251
ENSMUSG00000007850,8285,6093
ENSMUSG00000007867,481,380
ENSMUSG00000007872,1567,1945
ENSMUSG00000007877,1769,1063
ENSMUSG00000007880,13229,11030
ENSMUSG00000007888,636,523
ENSMUSG00000007891,28775,26558
ENSMUSG00000007892,15316,15871
ENSMUSG00000007907,0,0
ENSMUSG00000007908,433,263
ENSMUSG00000007944,74,58
ENSMUSG00000007946,0,0
ENSMUSG00000007950,5342,4585
ENSMUSG00000007987,895,629
ENSMUSG00000007989,3288,2454
ENSMUSG00000008028,18,7
ENSMUSG00000008035,4456,2754
ENSMUSG00000008036,1818,1593
ENSMUSG00000008090,789,818
ENSMUSG00000008129,37,24
ENSMUSG00000008136,85,73
ENSMUSG00000008140,2614,2597
ENSMUSG00000008153,2816,2541
ENSMUSG00000008167,510,372
ENSMUSG00000008193,4,5
ENSMUSG00000008200,2076,1319
ENSMUSG00000008206,6870,2352
ENSMUSG00000008226,1347,917
ENSMUSG00000008301,1968,1777
ENSMUSG00000008305,1525,1389
ENSMUSG00000008307,113,85
ENSMUSG00000008318,152,127
ENSMUSG00000008333,716,485
ENSMUSG00000008348,16756,13521
ENSMUSG00000008373,1376,1110
ENSMUSG00000008384,439,410
ENSMUSG00000008393,2367,2448
ENSMUSG00000008398,1373,1082
ENSMUSG00000008429,2537,2051
ENSMUSG00000008435,903,831
ENSMUSG00000008438,9,8
ENSMUSG00000008450,991,838
ENSMUSG00000008461,7,3
ENSMUSG00000008475,3405,2726
ENSMUSG00000008482,2,0
ENSMUSG00000008489,529,375
ENSMUSG00000008496,232,115
ENSMUSG00000008540,1307,1143
ENSMUSG00000008575,6860,6276
ENSMUSG00000008590,2,0
ENSMUSG00000008601,1614,1322
ENSMUSG00000008604,2609,2167
ENSMUSG00000008658,1389,948
ENSMUSG00000008668,9838,9727
ENSMUSG00000008682,16530,18065
ENSMUSG00000008683,7382,7271
ENSMUSG00000008690,4086,3533
ENSMUSG00000008730,15295,12825
ENSMUSG00000008734,5502,6123
ENSMUSG00000008763,5575,3924
ENSMUSG00000008789,0,0
ENSMUSG00000008813,0,0
ENSMUSG00000008822,274,203
ENSMUSG00000008843,0,0
ENSMUSG00000008845,324,321
ENSMUSG00000008855,6611,5228
ENSMUSG00000008859,2181,1788
ENSMUSG00000008874,16,21
ENSMUSG00000008892,3443,3187
ENSMUSG00000008932,2209,1486
ENSMUSG00000008958,1104,960
ENSMUSG00000008976,2320,1832
ENSMUSG00000008999,793,883
ENSMUSG00000009013,4804,4411
ENSMUSG00000009030,2194,1674
ENSMUSG00000009035,2167,2150
ENSMUSG00000009047,0,0
ENSMUSG00000009070,0,0
ENSMUSG00000009073,4837,3765
ENSMUSG00000009075,21,4
ENSMUSG00000009076,450,367
ENSMUSG00000009079,8729,6821
ENSMUSG00000009090,9092,7451
ENSMUSG00000009092,19,16
ENSMUSG00000009093,0,0
ENSMUSG00000009097,104,121
ENSMUSG00000009108,3382,2266
ENSMUSG00000009112,6008,5228
ENSMUSG00000009114,2,2
ENSMUSG00000009115,2,4
ENSMUSG00000009145,80,36
ENSMUSG00000009185,2,1
ENSMUSG00000009207,2045,1539
ENSMUSG00000009210,1,0
ENSMUSG00000009214,18,15
ENSMUSG00000009216,309,225
ENSMUSG00000009246,11,23
ENSMUSG00000009248,36,27
ENSMUSG00000009281,607,662
ENSMUSG00000009291,2298,2163
ENSMUSG00000009292,175,152
ENSMUSG00000009293,1724,1467
ENSMUSG00000009350,0,0
ENSMUSG00000009356,10,5
ENSMUSG00000009376,7889,6346
ENSMUSG00000009378,917,728
ENSMUSG00000009394,1038,782
ENSMUSG00000009406,801,655
ENSMUSG00000009418,6669,5853
ENSMUSG00000009470,23032,16796
ENSMUSG00000009471,82,49
ENSMUSG00000009487,1,2
ENSMUSG00000009535,1645,1169
ENSMUSG00000009545,68,43
ENSMUSG00000009549,1542,1345
ENSMUSG00000009551,4,3
ENSMUSG00000009555,1702,1527
ENSMUSG00000009563,686,579
ENSMUSG00000009566,468,336
ENSMUSG00000009569,2894,2492
ENSMUSG00000009575,10066,8199
ENSMUSG00000009580,0,3
ENSMUSG00000009585,513,283
ENSMUSG00000009588,3831,2276
ENSMUSG00000009596,1,0
ENSMUSG00000009614,546,519
ENSMUSG00000009621,1433,1043
ENSMUSG00000009628,341,212
ENSMUSG00000009630,2604,2197
ENSMUSG00000009633,98,77
ENSMUSG00000009640,752,640
ENSMUSG00000009646,10,9
ENSMUSG00000009647,2321,1840
ENSMUSG00000009654,10,17
ENSMUSG00000009670,26,29
ENSMUSG00000009681,6243,5706
ENSMUSG00000009687,215,192
ENSMUSG00000009731,156,122
ENSMUSG00000009733,1067,794
ENSMUSG00000009734,367,210
ENSMUSG00000009739,2170,1542
ENSMUSG00000009741,2474,1696
ENSMUSG00000009772,1432,1052
ENSMUSG00000009828,2984,2472
ENSMUSG00000009863,2705,2237
ENSMUSG00000009876,276,297
ENSMUSG00000009894,3049,2687
ENSMUSG00000009900,140,102
ENSMUSG00000009905,3477,2977
ENSMUSG00000009907,3512,2765
ENSMUSG00000009927,9447,8763
ENSMUSG00000009941,6,17
ENSMUSG00000009995,1167,799
ENSMUSG00000010021,74,73
ENSMUSG00000010025,2864,1834
ENSMUSG00000010044,3,6
ENSMUSG00000010045,1383,1435
ENSMUSG00000010047,597,574
ENSMUSG00000010048,407,300
ENSMUSG00000010051,741,616
ENSMUSG00000010054,1769,1650
ENSMUSG00000010057,437,403
ENSMUSG00000010064,10896,7698
ENSMUSG00000010066,2035,1418
ENSMUSG00000010067,808,636
ENSMUSG00000010080,3157,2531
ENSMUSG00000010086,199,112
ENSMUSG00000010095,6722,6064
ENSMUSG00000010097,2131,1659
ENSMUSG00000010110,1683,1365
ENSMUSG00000010122,150,121
ENSMUSG00000010136,28,12
ENSMUSG00000010142,22,23
ENSMUSG00000010154,652,511
ENSMUSG00000010175,11441,10489
ENSMUSG00000010205,2292,1887
ENSMUSG00000010277,16239,13068
ENSMUSG00000010290,1550,1098
ENSMUSG00000010307,918,430
ENSMUSG00000010311,877,1173
ENSMUSG00000010342,78,85
ENSMUSG00000010358,542,393
ENSMUSG00000010362,380,341
ENSMUSG00000010376,1872,1486
ENSMUSG00000010392,2145,1736
ENSMUSG00000010406,677,672
ENSMUSG00000010435,0,2
ENSMUSG00000010453,4870,3576
ENSMUSG00000010461,233,173
ENSMUSG00000010476,1186,890
ENSMUSG00000010492,2501,1751
ENSMUSG00000010505,2073,1522
ENSMUSG00000010517,3138,2633
ENSMUSG00000010529,10,17
ENSMUSG00000010538,29,24
ENSMUSG00000010554,2076,1613
ENSMUSG00000010592,4,2
ENSMUSG00000010601,454,196
ENSMUSG00000010607,314,215
ENSMUSG00000010608,5038,3309
ENSMUSG00000010609,788,779
ENSMUSG00000010651,107,20
ENSMUSG00000010660,1630,1311
ENSMUSG00000010663,6088,5683
ENSMUSG00000010721,1126,916
ENSMUSG00000010751,293,279
ENSMUSG00000010755,1310,1051
ENSMUSG00000010760,31,19
ENSMUSG00000010796,0,0
ENSMUSG00000010797,178,156
ENSMUSG00000010803,3381,2639
ENSMUSG00000010825,113,65
ENSMUSG00000010830,158,186
ENSMUSG00000010841,0,0
ENSMUSG00000010911,449,378
ENSMUSG00000010914,1364,1175
ENSMUSG00000010936,1226,1091
ENSMUSG00000011008,8,10
ENSMUSG00000011034,1861,1164
ENSMUSG00000011096,1319,1145
ENSMUSG00000011114,1849,1665
ENSMUSG00000011118,3,1
ENSMUSG00000011148,1465,1141
ENSMUSG00000011154,0,1
ENSMUSG00000011158,1971,1629
ENSMUSG00000011171,814,702
ENSMUSG00000011179,7665,5943
ENSMUSG00000011254,246,199
ENSMUSG00000011256,438,351
ENSMUSG00000011257,1849,1515
ENSMUSG00000011263,407,472
ENSMUSG00000011267,93,81
ENSMUSG00000011305,13,6
ENSMUSG00000011306,1515,1219
ENSMUSG00000011349,0,0
ENSMUSG00000011350,0,0
ENSMUSG00000011382,1053,689
ENSMUSG00000011427,1168,982
ENSMUSG00000011463,3,1
ENSMUSG00000011486,2,1
ENSMUSG00000011589,179,142
ENSMUSG00000011632,2,8
ENSMUSG00000011658,647,605
ENSMUSG00000011751,1329,994
ENSMUSG00000011752,21138,16911
ENSMUSG00000011831,3652,2751
ENSMUSG00000011832,2160,1825
ENSMUSG00000011837,686,619
ENSMUSG00000011877,3308,2840
ENSMUSG00000011884,3501,3131
ENSMUSG00000011958,2502,1865
ENSMUSG00000011960,4375,3500
ENSMUSG00000012017,1541,2009
ENSMUSG00000012042,0,0
ENSMUSG00000012076,1050,677
ENSMUSG00000012114,2190,1806
ENSMUSG00000012117,2096,1792
ENSMUSG00000012123,2737,2523
ENSMUSG00000012126,260,187
ENSMUSG00000012187,764,188
ENSMUSG00000012211,2,8
ENSMUSG00000012282,1,0
ENSMUSG00000012296,783,542
ENSMUSG00000012350,6976,4346
ENSMUSG00000012396,0,0
ENSMUSG00000012405,11244,10945
ENSMUSG00000012422,3025,2122
ENSMUSG00000012428,728,837
ENSMUSG00000012429,715,553
ENSMUSG00000012443,472,243
ENSMUSG00000012483,176,148
ENSMUSG00000012519,73,37
ENSMUSG00000012520,3,1
ENSMUSG00000012535,3798,3115
ENSMUSG00000012609,2880,2315
ENSMUSG00000012640,1156,933
ENSMUSG00000012705,15,7
ENSMUSG00000012777,0,0
ENSMUSG00000012819,172,225
ENSMUSG00000012848,9997,10410
ENSMUSG00000012889,20,19
ENSMUSG00000013033,7215,6022
ENSMUSG00000013076,7409,6229
ENSMUSG00000013083,0,0
ENSMUSG00000013089,2122,2002
ENSMUSG00000013091,0,0
ENSMUSG00000013150,526,515
ENSMUSG00000013155,327,213
ENSMUSG00000013158,0,1
ENSMUSG00000013160,4768,4173
ENSMUSG00000013236,15525,13922
ENSMUSG00000013275,3869,3332
ENSMUSG00000013338,63,18
ENSMUSG00000013353,0,0
ENSMUSG00000013367,906,709
ENSMUSG00000013415,139,137
ENSMUSG00000013418,0,0
ENSMUSG00000013419,2288,2205
ENSMUSG00000013465,1864,1612
ENSMUSG00000013483,287,233
ENSMUSG00000013495,680,546
ENSMUSG00000013523,838,824
ENSMUSG00000013539,650,546
ENSMUSG00000013562,0,0
ENSMUSG00000013584,420,544
ENSMUSG00000013593,6044,4548
ENSMUSG00000013611,833,810
ENSMUSG00000013622,1627,1438
ENSMUSG00000013629,2286,2046
ENSMUSG00000013643,16,5
ENSMUSG00000013646,1774,1457
ENSMUSG00000013653,0,0
ENSMUSG00000013662,4155,3248
ENSMUSG00000013663,14667,11165
ENSMUSG00000013668,0,0
ENSMUSG00000013698,19279,17834
ENSMUSG00000013701,2145,1826
ENSMUSG00000013707,28,43
ENSMUSG00000013736,1002,775
ENSMUSG00000013766,300,238
ENSMUSG00000013787,4684,4013
ENSMUSG00000013822,1142,907
ENSMUSG00000013833,2893,2494
ENSMUSG00000013846,5843,4870
ENSMUSG00000013858,3174,2627
ENSMUSG00000013878,1579,947
ENSMUSG00000013921,9594,8737
ENSMUSG00000013928,5,4
ENSMUSG00000013936,461,171
ENSMUSG00000013973,1394,1339
ENSMUSG00000013974,2,2
ENSMUSG00000013997,997,713
ENSMUSG00000014030,6,11
ENSMUSG00000014039,648,537
ENSMUSG00000014074,1620,1231
ENSMUSG00000014075,305,250
ENSMUSG00000014077,5770,4628
ENSMUSG00000014104,0,0
ENSMUSG00000014158,651,594
ENSMUSG00000014164,2620,1954
ENSMUSG00000014177,1011,915
ENSMUSG00000014195,3461,2815
ENSMUSG00000014198,515,328
ENSMUSG00000014226,2137,1628
ENSMUSG00000014232,721,601
ENSMUSG00000014243,125,120
ENSMUSG00000014245,179,158
ENSMUSG00000014294,1422,1387
ENSMUSG00000014301,596,544
ENSMUSG00000014303,1218,1318
ENSMUSG00000014313,4089,3327
ENSMUSG00000014329,1080,1097
ENSMUSG00000014349,5086,4529
ENSMUSG00000014351,37,17
ENSMUSG00000014353,2240,1742
ENSMUSG00000014355,8510,6906
ENSMUSG00000014361,1058,882
ENSMUSG00000014402,3853,3060
ENSMUSG00000014418,1238,876
ENSMUSG00000014426,3211,2537
ENSMUSG00000014444,3885,3208
ENSMUSG00000014453,2,1
ENSMUSG00000014470,733,661
ENSMUSG00000014496,3162,2389
ENSMUSG00000014498,3658,2812
ENSMUSG00000014503,23,16
ENSMUSG00000014504,602,431
ENSMUSG00000014529,0,0
ENSMUSG00000014542,0,0
ENSMUSG00000014543,0,0
ENSMUSG00000014547,2358,1961
ENSMUSG00000014550,2599,2094
ENSMUSG00000014551,991,790
ENSMUSG00000014554,642,480
ENSMUSG00000014592,6765,5149
ENSMUSG00000014599,798,832
ENSMUSG00000014601,2546,2186
ENSMUSG00000014602,28985,23405
ENSMUSG00000014603,15,14
ENSMUSG00000014606,3220,2842
ENSMUSG00000014609,4,0
ENSMUSG00000014633,219,137
ENSMUSG00000014668,1202,890
ENSMUSG00000014686,0,1
ENSMUSG00000014704,0,0
ENSMUSG00000014725,652,441
ENSMUSG00000014747,0,0
ENSMUSG00000014748,3304,2807
ENSMUSG00000014763,2439,1931
ENSMUSG00000014767,1358,1056
ENSMUSG00000014769,3229,3046
ENSMUSG00000014771,480,390
ENSMUSG00000014773,1095,1103
ENSMUSG00000014776,1857,2183
ENSMUSG00000014778,456,365
ENSMUSG00000014782,105,36
ENSMUSG00000014786,620,366
ENSMUSG00000014791,677,534
ENSMUSG00000014813,527,511
ENSMUSG00000014837,563,361
ENSMUSG00000014846,2567,2273
ENSMUSG00000014850,1559,1297
ENSMUSG00000014852,0,1
ENSMUSG00000014856,558,437
ENSMUSG00000014859,1141,939
ENSMUSG00000014867,4944,4664
ENSMUSG00000014873,506,382
ENSMUSG00000014905,1516,1179
ENSMUSG00000014907,980,822
ENSMUSG00000014932,2015,1515
ENSMUSG00000014956,12042,8801
ENSMUSG00000014959,4557,3695
ENSMUSG00000014980,567,458
ENSMUSG00000015001,4,7
ENSMUSG00000015002,7006,5469
ENSMUSG00000015013,546,479
ENSMUSG00000015016,778,617
ENSMUSG00000015023,2323,2149
ENSMUSG00000015027,405,423
ENSMUSG00000015053,185,181
ENSMUSG00000015083,20,9
ENSMUSG00000015085,411,438
ENSMUSG00000015087,2579,2016
ENSMUSG00000015090,53936,45125
ENSMUSG00000015092,2823,2528
ENSMUSG00000015093,788,681
ENSMUSG00000015094,1999,1950
ENSMUSG00000015095,1669,1194
ENSMUSG00000015112,560,465
ENSMUSG00000015120,2987,2397
ENSMUSG00000015126,371,338
ENSMUSG00000015127,1299,1045
ENSMUSG00000015133,1936,1995
ENSMUSG00000015134,2116,1310
ENSMUSG00000015143,3101,3264
ENSMUSG00000015149,3189,2908
ENSMUSG00000015165,12698,11014
ENSMUSG00000015176,2404,2105
ENSMUSG00000015189,2610,1921
ENSMUSG00000015202,1082,1003
ENSMUSG00000015214,2781,2035
ENSMUSG00000015217,755,578
ENSMUSG00000015222,19106,13311
ENSMUSG00000015224,365,282
ENSMUSG00000015242,0,0
ENSMUSG00000015243,5888,5090
ENSMUSG00000015247,412,297
ENSMUSG00000015289,332,267
ENSMUSG00000015290,1874,1495
ENSMUSG00000015291,8252,6704
ENSMUSG00000015305,3731,3477
ENSMUSG00000015312,381,413
ENSMUSG00000015314,2,3
ENSMUSG00000015316,14,12
ENSMUSG00000015335,287,220
ENSMUSG00000015337,345,268
ENSMUSG00000015340,488,645
ENSMUSG00000015341,3448,2726
ENSMUSG00000015342,334,251
ENSMUSG00000015354,458,700
ENSMUSG00000015355,43,47
ENSMUSG00000015357,2365,1780
ENSMUSG00000015363,1436,1021
ENSMUSG00000015365,0,1
ENSMUSG00000015377,710,393
ENSMUSG00000015396,191,215
ENSMUSG00000015401,1083,739
ENSMUSG00000015405,197,151
ENSMUSG00000015437,11,1
ENSMUSG00000015441,0,0
ENSMUSG00000015443,0,0
ENSMUSG00000015451,28,14
ENSMUSG00000015452,27,15
ENSMUSG00000015461,1885,1528
ENSMUSG00000015467,46,34
ENSMUSG00000015468,344,330
ENSMUSG00000015474,1931,1696
ENSMUSG00000015476,1106,842
ENSMUSG00000015478,1438,1221
ENSMUSG00000015484,500,435
ENSMUSG00000015488,1568,1245
ENSMUSG00000015501,4480,3669
ENSMUSG00000015519,5,0
ENSMUSG00000015522,2921,2508
ENSMUSG00000015533,404,397
ENSMUSG00000015536,2619,2921
ENSMUSG00000015542,494,385
ENSMUSG00000015568,2591,1285
ENSMUSG00000015575,1047,859
ENSMUSG00000015579,0,0
ENSMUSG00000015597,2979,2287
ENSMUSG00000015599,1737,1242
ENSMUSG00000015605,1284,1125
